"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","descriptor_2","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","council_district","police_precinct","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"45278642","2019-12-31T19:23:38.000","2019-12-31T20:02:57.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","10468","2475 DEVOE TERRACE","DEVOE TERRACE","BEND","BEND","BEND","BEND",,"BRONX","DEVOE TERRACE",,"Closed",,"Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.","2019-12-31T20:02:59.000","07 BRONX","14","Precinct 52","2032190331","BRONX","1010424","254316","PHONE","Unspecified","BRONX",,,,,,,,"40.86467451140473","-73.90537096273367","POINT (-73.905370962734 40.864674511405)"
"45278782","2019-12-31T19:23:33.000","2020-01-02T18:50:09.000","DOT","Department of Transportation","Broken Parking Meter","No Receipt","Payment by Card","Street","10016","8 EAST   36 STREET","EAST   36 STREET","5 AVENUE","MADISON AVENUE","5 AVENUE","MADISON AVENUE",,"NEW YORK","EAST   36 STREET",,"Closed",,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.","2020-01-02T18:50:00.000","05 MANHATTAN","04","Unspecified","1008650067","MANHATTAN","988956","212325","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.74945838316087","-73.9830154364493","POINT (-73.983015436449 40.749458383161)"
"45284677","2019-12-31T19:23:05.000","2020-01-02T17:12:32.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","NO HOT WATER","RESIDENTIAL BUILDING","10468","2760 CRESTON AVENUE","CRESTON AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T17:12:32.000","07 BRONX","14","Precinct 52","2033150032","BRONX","1013811","256078","ONLINE","Unspecified","BRONX",,,,,,,,"40.869499969584076","-73.89311789888107","POINT (-73.893117898881 40.869499969584)"
"45281518","2019-12-31T19:23:00.000","2019-12-31T19:26:00.000","DEP","Department of Environmental Protection","Sewer","Manhole Overflow (Use Comments) (SA1)","SA1",,"11105","20-30 49 STREET","49 STREET","20 AVE","21 AVE",,,"ADDRESS","Astoria",,,"Closed",,"Please call 311 for further information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2019-12-31T19:26:00.000","01 QUEENS","22","Precinct 114","4007620342","QUEENS","1012854","220471","PHONE","Unspecified","QUEENS",,,,,,,,"40.77177203652225","-73.89672984534239","POINT (-73.896729845342 40.771772036522)"
"45281244","2019-12-31T19:23:00.000","2020-01-08T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11378","62-88 60 DRIVE","60 DRIVE","FRESH POND ROAD","MT OLIVET CRESCENT",,,"ADDRESS","Maspeth",,,"Closed",,,"2020-01-08T00:00:00.000","05 QUEENS","30","Precinct 104","4027620050","QUEENS","1012276","200364","PHONE","Unspecified","QUEENS",,,,,,,,"40.71658523944663","-73.89890040244221","POINT (-73.898900402442 40.716585239447)"
"45283608","2019-12-31T19:22:47.000","2020-01-04T02:08:57.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","11365","159-10 71 AVENUE","71 AVENUE",,,,,"ADDRESS","Fresh Meadows",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-04T02:08:57.000","08 QUEENS","24","Precinct 107","4067970054","QUEENS","1037080","205418","MOBILE","Unspecified","QUEENS",,,,,,,,"40.73034386686925","-73.80938423077353","POINT (-73.809384230774 40.730343866869)"
"45279447","2019-12-31T19:22:38.000","2020-01-22T00:00:00.000","DOB","Department of Buildings","Special Projects Inspection Team (SPIT)","Illegal Hotel Rooms In Residential Building",,,"10031","510 WEST  142 STREET","WEST  142 STREET",,,,,"ADDRESS","NEW YORK",,"N/A","Closed",,"The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.","2020-01-22T00:00:00.000","09 MANHATTAN","07","Precinct 30","1020730145","MANHATTAN","998061","239401","UNKNOWN","Unspecified","MANHATTAN",,,,,,,,"40.82376521549294","-73.95009864845747","POINT (-73.950098648457 40.823765215493)"
"45283165","2019-12-31T19:22:30.000","2020-01-02T16:06:40.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HEAT","RESIDENTIAL BUILDING","11209","9511 SHORE ROAD","SHORE ROAD",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T16:06:40.000","10 BROOKLYN","43","Precinct 68","3061207502","BROOKLYN","973626","163839","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.61637026983262","-74.03826694457253","POINT (-74.038266944573 40.616370269833)"
"45280616","2019-12-31T19:22:30.000","2020-01-02T16:06:40.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HEAT","RESIDENTIAL BUILDING","11209","9511 SHORE ROAD","SHORE ROAD",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T16:06:40.000","10 BROOKLYN","43","Precinct 68","3061207502","BROOKLYN","973626","163839","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.61637026983262","-74.03826694457253","POINT (-74.038266944573 40.616370269833)"
"45282276","2019-12-31T19:22:25.000","2019-12-31T23:13:45.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate",,"Street/Sidewalk","11419","107-18 117 STREET","117 STREET","107 AVENUE","109 AVENUE","107 AVENUE","109 AVENUE",,"SOUTH RICHMOND HILL","117 STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2019-12-31T23:13:48.000","10 QUEENS","28","Precinct 106","4095960012","QUEENS","1032843","188362","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68355356112681","-73.82479478236267","POINT (-73.824794782363 40.683553561127)"
"45280685","2019-12-31T19:22:17.000","2020-01-01T03:31:09.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,,"11691","1240 BEACH   12 STREET","BEACH   12 STREET","CHANNING ROAD","CENTRAL AVENUE","CHANNING ROAD","CENTRAL AVENUE",,"FAR ROCKAWAY","BEACH   12 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T03:31:12.000","14 QUEENS","31","Precinct 101","4155150021","QUEENS","1054356","160786","PHONE","Unspecified","QUEENS",,,,,,,,"40.60771946365338","-73.74751520924579","POINT (-73.747515209246 40.607719463653)"
"45278775","2019-12-31T19:21:57.000","2020-01-01T04:22:22.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access",,"Street/Sidewalk","10472","1036 WARD AVENUE","WARD AVENUE","BRUCKNER BOULEVARD","WATSON AVENUE","BRUCKNER BOULEVARD","WATSON AVENUE",,"BRONX","WARD AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-01-01T04:22:27.000","09 BRONX","18","Precinct 43","2037160019","BRONX","1018455","239864","PHONE","Unspecified","BRONX",,,,,,,,"40.824980586810646","-73.87640957357662","POINT (-73.876409573577 40.824980586811)"
"45279091","2019-12-31T19:21:03.000","2019-12-31T23:14:03.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate",,"Street/Sidewalk","11419","107-15 117 STREET","117 STREET","107 AVENUE","109 AVENUE","107 AVENUE","109 AVENUE",,"SOUTH RICHMOND HILL","117 STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2019-12-31T23:14:05.000","10 QUEENS","28","Precinct 106","4095970072","QUEENS","1032848","188366","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68356451274203","-73.82477672573678","POINT (-73.824776725737 40.683564512742)"
"45279362","2019-12-31T19:20:47.000","2019-12-31T19:20:50.000","EDC","Economic Development Corporation","Noise - Helicopter","Other","Flying Too Low","Above Address","10016","326 EAST   28 STREET","EAST   28 STREET","MOUNT CARMEL PLACE","1 AVENUE","MOUNT CARMEL PLACE","1 AVENUE",,"NEW YORK","EAST   28 STREET",,"Closed",,,,"06 MANHATTAN","02","Precinct 13",,"MANHATTAN","990585","209015","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.74037224508269","-73.97713928235217","POINT (-73.977139282352 40.740372245083)"
"45277801","2019-12-31T19:20:00.000","2020-01-07T11:29:00.000","DSNY","Department of Sanitation","Electronics Waste Appointment","Ewaste appointment",,"Sidewalk","11219","1321 55 STREET","55 STREET","NEW UTRECHT AVENUE","14 AVENUE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.","2020-01-07T11:29:00.000","12 BROOKLYN","44","Precinct 66","3056777502","BROOKLYN","985678","169246","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.63121760767358","-73.99485529439617","POINT (-73.994855294396 40.631217607674)"
"45281036","2019-12-31T19:20:00.000","2020-01-02T10:11:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out","Location Type: Intersection",,"11432",,,,,"162 STREET","HILLSIDE AVENUE","INTERSECTION","Jamaica",,,"Closed",,"Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.","2020-01-02T10:11:00.000","08 QUEENS","24","Precinct 107",,"QUEENS","1039638","197446","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.70844705434788","-73.8002203499646","POINT (-73.800220349965 40.708447054348)"
"45283547","2019-12-31T19:19:56.000","2020-01-03T02:12:42.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","NO HEAT","RESIDENTIAL BUILDING","10466","957 EAST  231 STREET","EAST  231 STREET",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.","2020-01-03T02:12:42.000","12 BRONX","12","Precinct 47","2048670020","BRONX","1025507","263461","PHONE","Unspecified","BRONX",,,,,,,,"40.889717065605865","-73.85078390557105","POINT (-73.850783905571 40.889717065606)"
"45283041","2019-12-31T19:19:53.000","2020-01-02T17:12:32.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10468","2760 CRESTON AVENUE","CRESTON AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T17:12:32.000","07 BRONX","14","Precinct 52","2033150032","BRONX","1013811","256078","ONLINE","Unspecified","BRONX",,,,,,,,"40.869499969584076","-73.89311789888107","POINT (-73.893117898881 40.869499969584)"
"45281817","2019-12-31T19:19:53.000","2020-01-02T17:12:32.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10468","2760 CRESTON AVENUE","CRESTON AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T17:12:32.000","07 BRONX","14","Precinct 52","2033150032","BRONX","1013811","256078","ONLINE","Unspecified","BRONX",,,,,,,,"40.869499969584076","-73.89311789888107","POINT (-73.893117898881 40.869499969584)"
"45284680","2019-12-31T19:19:45.000","2019-12-31T23:13:24.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate",,"Street/Sidewalk","11419","107-31 117 STREET","117 STREET","107 AVENUE","109 AVENUE","107 AVENUE","109 AVENUE",,"SOUTH RICHMOND HILL","117 STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2019-12-31T23:13:30.000","10 QUEENS","28","Precinct 106","4095970064","QUEENS","1032851","188358","ONLINE","Unspecified","QUEENS",,,,,,,,"40.683542538138084","-73.82476596677103","POINT (-73.824765966771 40.683542538138)"
"45282789","2019-12-31T19:19:30.000","2019-12-31T22:26:09.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11421","90-17 78 STREET","78 STREET","90 AVENUE","90 ROAD","90 AVENUE","90 ROAD",,"WOODHAVEN","78 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T22:26:12.000","09 QUEENS","30","Precinct 102","4089580031","QUEENS","1022299","189737","MOBILE","Unspecified","QUEENS",,,,,,,,"40.687379222244324","-73.86280402368324","POINT (-73.862804023683 40.687379222244)"
"45280518","2019-12-31T19:18:25.000","2019-12-31T22:24:01.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11421","91-31 78 STREET","78 STREET","91 AVENUE","ROCKAWAY BOULEVARD","91 AVENUE","ROCKAWAY BOULEVARD",,"WOODHAVEN","78 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T22:24:03.000","09 QUEENS","30","Precinct 102","4089550039","QUEENS","1022389","189228","ONLINE","Unspecified","QUEENS",,,,,,,,"40.68598174819687","-73.8624823861034","POINT (-73.862482386103 40.685981748197)"
"45283063","2019-12-31T19:18:02.000","2020-01-01T02:52:22.000","NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage",,"Street/Sidewalk","11436","145 STREET","145 STREET","145 STREET","ROCKAWAY BOULEVARD","145 STREET","ROCKAWAY BOULEVARD",,,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2020-01-01T02:52:24.000","12 QUEENS","28","Precinct 113",,"QUEENS","1041461","184782","PHONE","Unspecified","QUEENS",,,,,,,,"40.67367579148627","-73.79375252144176","POINT (-73.793752521442 40.673675791486)"
"45283599","2019-12-31T19:18:00.000","2019-12-31T19:55:00.000","DOT","Department of Transportation","Traffic Signal Condition","Controller","Operating Improperly",,"11215",,,,,"4 AVENUE","3 STREET","INTERSECTION","BROOKLYN",,"N/A","Closed",,"Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.","2019-12-31T19:55:00.000","06 BROOKLYN","39","Precinct 78",,"BROOKLYN","988217","184824","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.673975048259635","-73.98569878753527","POINT (-73.985698787535 40.67397504826)"
